pkt:AT984_00010	rRNA	627..739	5S ribosomal RNA
pkt:AT984_12665	CDS	2905656..2906498	2OG-Fe(II) oxygenase
pkt:AT984_12670	CDS	2906511..2906864	hypothetical protein
pkt:AT984_12675	CDS	2906989..2908566	ABC transporter substrate-binding protein
pkt:AT984_12680	CDS	2908642..2910204	ABC transporter substrate-binding protein
pkt:AT984_12685	CDS	complement(2910287..2911363)	hypothetical protein
pkt:AT984_12690	CDS	2911466..2912632	alkane 1-monooxygenase
pkt:AT984_12695	CDS	complement(2912633..2913586)	2-nitropropane dioxygenase
pkt:AT984_12700	CDS	complement(2913678..2915468)	acyl-CoA dehydrogenase
pkt:AT984_12705	CDS	complement(2915562..2916494)	electron transfer flavoprotein subunit beta
pkt:AT984_12710	CDS	complement(2916590..2917339)	electron transporter RnfB
pkt:AT984_12715	CDS	2917495..2918322	hypothetical protein
pkt:AT984_12720	CDS	complement(2918365..2918907)	hypothetical protein
pkt:AT984_12725	CDS	complement(2918904..2920952)	TonB-dependent receptor
pkt:AT984_12730	CDS	complement(2920936..2922177)	diguanylate cyclase
pkt:AT984_12735	CDS	complement(2922419..2923066)	LuxR family transcriptional regulator
pkt:AT984_12740	CDS	complement(2923063..2924211)	hypothetical protein
pkt:AT984_12745	CDS	2924495..2924956	hypothetical protein
pkt:AT984_12750	CDS	2925006..2925368	Fis family transcriptional regulator
pkt:AT984_12755	CDS	2925408..2927540	chemotaxis protein CheA
pkt:AT984_12760	gene	2927590..2929284	pseudogene
pkt:AT984_12765	CDS	2929494..2930024	chemotaxis protein CheW
pkt:AT984_12770	gene	2930149..2932086	pseudogene
pkt:AT984_12775	CDS	2932421..2934478	hypothetical protein
pkt:AT984_12780	CDS	complement(2934538..2937099)	ABC transporter permease
pkt:AT984_12785	CDS	2937259..2938128	dioxygenase
pkt:AT984_12790	tRNA	2938141..2938214	tRNA-Gly
pkt:AT984_12795	CDS	complement(2938309..2938755)	hypothetical protein
pkt:AT984_12800	CDS	2938792..2940318	hypothetical protein
pkt:AT984_12805	CDS	complement(2940348..2940593)	post-segregation antitoxin CcdA
pkt:AT984_12810	gene	complement(2940673..2940965)	pseudogene
pkt:AT984_12815	CDS	complement(2941716..2944949)	DEAD/DEAH box helicase
pkt:AT984_12820	CDS	complement(2945105..2946181)	addiction module protein
pkt:AT984_12825	CDS	complement(2946357..2951144)	DNA helicase
pkt:AT984_12830	CDS	complement(2951270..2952511)	hypothetical protein
pkt:AT984_12835	CDS	complement(2952501..2954072)	restriction endonuclease subunit M
pkt:AT984_12840	CDS	complement(2954777..2955589)	hypothetical protein
pkt:AT984_12845	CDS	complement(2956703..2957617)	hypothetical protein
pkt:AT984_12850	CDS	complement(2958598..2959797)	hypothetical protein
pkt:AT984_12855	CDS	2960423..2960812	hypothetical protein
pkt:AT984_12860	CDS	2960947..2961270	transposase
pkt:AT984_12865	CDS	2961267..2962142	integrase
pkt:AT984_12870	CDS	2962316..2963179	hypothetical protein
pkt:AT984_12875	gene	complement(2963994..2964839)	pseudogene
pkt:AT984_12880	CDS	complement(2965000..2965737)	AAA family ATPase
pkt:AT984_12885	CDS	complement(2965841..2967385)	transposase
pkt:AT984_12890	CDS	complement(2967436..2968230)	hypothetical protein
pkt:AT984_12895	CDS	complement(2968288..2968620)	transposase
pkt:AT984_12900	CDS	complement(2968617..2968970)	hypothetical protein
pkt:AT984_12905	CDS	2969078..2969872	hypothetical protein
pkt:AT984_12910	CDS	complement(2970990..2971550)	hypothetical protein
pkt:AT984_12915	CDS	complement(2972172..2972582)	hypothetical protein
pkt:AT984_12920	CDS	complement(2973840..2974019)	hypothetical protein
pkt:AT984_12925	CDS	2974753..2975262	hypothetical protein
pkt:AT984_12930	CDS	complement(2975841..2976215)	hypothetical protein
pkt:AT984_12935	CDS	complement(2976412..2977149)	AAA family ATPase
pkt:AT984_12940	CDS	complement(2977173..2978723)	transposase
pkt:AT984_12945	CDS	complement(2980638..2980820)	hypothetical protein
pkt:AT984_12950	CDS	complement(2981264..2982157)	hypothetical protein
pkt:AT984_12955	CDS	2983495..2983764	hypothetical protein
pkt:AT984_12960	CDS	2984713..2984958	hypothetical protein
pkt:AT984_12965	CDS	complement(2985154..2986800)	hypothetical protein
pkt:AT984_12970	CDS	2987466..2990744	Oar protein
pkt:AT984_12975	CDS	2991010..2992542	hypothetical protein
pkt:AT984_12980	CDS	complement(2992663..2994150)	gabD; NAD-dependent succinate-semialdehyde dehydrogenase
pkt:AT984_12985	CDS	2994345..2996999	alanine--tRNA ligase
pkt:AT984_12990	CDS	2997083..2997793	hypothetical protein
pkt:AT984_12995	CDS	complement(2997915..2998406)	SET domain-containing protein-lysine N-methyltransferase
pkt:AT984_13000	CDS	2998718..2999245	hypothetical protein
pkt:AT984_13005	CDS	complement(2999354..2999614)	hypothetical protein
pkt:AT984_13010	CDS	2999848..3000339	alkylhydroperoxidase
pkt:AT984_13015	CDS	3000336..3000932	hypothetical protein
pkt:AT984_13020	CDS	3001100..3001702	hypothetical protein
pkt:AT984_13025	CDS	3001702..3001956	hypothetical protein
pkt:AT984_13030	CDS	3001967..3002623	hypothetical protein
pkt:AT984_13035	CDS	3002702..3003520	hypothetical protein
pkt:AT984_13040	CDS	complement(3003569..3004057)	hypothetical protein
pkt:AT984_13045	CDS	3004167..3005135	alpha/beta hydrolase
pkt:AT984_13050	CDS	complement(3005140..3005448)	hypothetical protein
pkt:AT984_13055	CDS	3005881..3006723	peptide chain release factor 2
pkt:AT984_13060	CDS	3006809..3009502	pepN; aminopeptidase N
pkt:AT984_13065	CDS	3009507..3010520	fructose 1,6-bisphosphatase
pkt:AT984_13070	tRNA	3010574..3010649	tRNA-Thr
pkt:AT984_13075	CDS	3010850..3011104	hypothetical protein
pkt:AT984_13080	CDS	3011425..3012063	hypothetical protein
pkt:AT984_13085	CDS	3013067..3014140	type I restriction endonuclease subunit M
pkt:AT984_13090	CDS	3014137..3014607	hypothetical protein
pkt:AT984_13095	CDS	3014585..3014851	transposase
pkt:AT984_13100	gene	3014884..3015420	pseudogene
pkt:AT984_13105	CDS	complement(3016755..3017168)	hemin receptor
pkt:AT984_13110	CDS	complement(3017647..3018195)	hypothetical protein
pkt:AT984_13115	CDS	3018570..3019325	hypothetical protein
pkt:AT984_13120	CDS	complement(3019380..3020366)	hypothetical protein
pkt:AT984_13125	CDS	3020558..3020929	hypothetical protein
pkt:AT984_13130	CDS	3020940..3022016	hypothetical protein
pkt:AT984_13135	CDS	3022013..3022759	hypothetical protein
pkt:AT984_13140	CDS	3022756..3022980	hypothetical protein
pkt:AT984_13145	CDS	3022977..3024563	deoxyribodipyrimidine photolyase
pkt:AT984_13150	CDS	3024631..3025395	short-chain dehydrogenase
pkt:AT984_13155	CDS	3025698..3025973	hypothetical protein
pkt:AT984_13160	CDS	3026504..3027847	hypothetical protein
pkt:AT984_13165	CDS	3027856..3028614	two-component system response regulator
pkt:AT984_13170	CDS	3028604..3030160	hypothetical protein
pkt:AT984_13175	CDS	3030197..3031741	hypothetical protein
pkt:AT984_13180	CDS	complement(3031768..3032535)	hypothetical protein
pkt:AT984_13185	CDS	complement(3032730..3033323)	hypothetical protein
pkt:AT984_13190	CDS	3034136..3034900	ABC transporter substrate-binding protein
pkt:AT984_13195	CDS	3035073..3036203	hypothetical protein
pkt:AT984_13200	CDS	complement(3036368..3037702)	MFS transporter
pkt:AT984_13205	CDS	complement(3038027..3040669)	TonB-dependent receptor
pkt:AT984_13210	CDS	complement(3041054..3042376)	fumarylacetoacetase
pkt:AT984_13215	CDS	complement(3042458..3042670)	hypothetical protein
pkt:AT984_13220	CDS	complement(3042667..3044352)	FAD-dependent oxidoreductase
pkt:AT984_13225	CDS	complement(3044377..3044913)	glyoxalase
pkt:AT984_13230	CDS	complement(3044994..3045965)	MBL fold metallo-hydrolase
pkt:AT984_13235	CDS	3046104..3046898	IclR family transcriptional regulator
pkt:AT984_13240	CDS	complement(3046938..3047609)	hypothetical protein
pkt:AT984_13245	CDS	complement(3048030..3049325)	4-hydroxybutyrate CoA-transferase
pkt:AT984_13250	CDS	complement(3049441..3051024)	hypothetical protein
pkt:AT984_13255	CDS	complement(3051180..3051926)	hypothetical protein
pkt:AT984_13260	CDS	complement(3051923..3053236)	hypothetical protein
pkt:AT984_13265	CDS	3053342..3054169	bis(5'-nucleosyl)-tetraphosphatase (symmetrical)
pkt:AT984_13270	tRNA	3054207..3054296	tRNA-Ser
pkt:AT984_13275	CDS	complement(3054496..3054699)	hypothetical protein
pkt:AT984_13280	CDS	3055514..3057403	arsenical pump-driving ATPase
pkt:AT984_13285	CDS	complement(3057433..3058122)	NADPH-dependent FMN reductase
pkt:AT984_13290	CDS	complement(3058242..3059324)	arsenic transporter
pkt:AT984_13295	CDS	complement(3059346..3059858)	ArsC family transcriptional regulator
pkt:AT984_13300	CDS	complement(3059926..3060249)	ArsR family transcriptional regulator
pkt:AT984_13305	CDS	complement(3060511..3061377)	hypothetical protein
pkt:AT984_13310	CDS	3061670..3067366	hypothetical protein
pkt:AT984_13315	CDS	3067520..3069607	hypothetical protein
pkt:AT984_13320	CDS	complement(3069677..3071662)	hypothetical protein
pkt:AT984_13325	CDS	complement(3071775..3073355)	ABC transporter substrate-binding protein
pkt:AT984_13330	CDS	complement(3073493..3074785)	phosphodiesterase
pkt:AT984_13335	CDS	complement(3074941..3075627)	cytochrome C
pkt:AT984_13340	CDS	3075714..3076568	AAA family ATPase
pkt:AT984_13345	CDS	3076574..3076813	hypothetical protein
pkt:AT984_13350	gene	3076935..3078917	pseudogene
pkt:AT984_13355	CDS	3079177..3080358	hypothetical protein
pkt:AT984_13360	CDS	3080355..3082454	hypothetical protein
pkt:AT984_13365	CDS	3082457..3086722	hypothetical protein
pkt:AT984_13370	tRNA	3086794..3086868	tRNA-Arg
pkt:AT984_13375	CDS	complement(3087099..3088706)	iron ABC transporter permease
pkt:AT984_13380	CDS	3088776..3089885	ABC transporter ATP-binding protein
pkt:AT984_13385	CDS	3090194..3091648	peptidase S41
pkt:AT984_13390	CDS	3091742..3092500	molybdopterin biosynthesis protein MoeB
pkt:AT984_13395	CDS	3092574..3093476	3-isopropylmalate dehydrogenase
pkt:AT984_13400	CDS	3093588..3094508	arginase
pkt:AT984_13405	CDS	complement(3094752..3095570)	hypothetical protein
pkt:AT984_13410	CDS	3095646..3097214	hypothetical protein
pkt:AT984_13415	CDS	3097211..3098242	asparaginase
pkt:AT984_13420	CDS	complement(3098316..3099872)	hypothetical protein
pkt:AT984_13425	CDS	complement(3100036..3101415)	formimidoylglutamate deiminase
pkt:AT984_13430	CDS	complement(3101412..3102215)	N-formylglutamate deformylase
pkt:AT984_13435	CDS	complement(3102215..3103441)	imidazolonepropionase
pkt:AT984_13440	CDS	complement(3103438..3103989)	hypothetical protein
pkt:AT984_13445	CDS	complement(3103986..3104696)	histidine utilization repressor
pkt:AT984_13450	CDS	3104793..3106469	urocanate hydratase
pkt:AT984_13455	CDS	3106589..3108136	histidine ammonia-lyase
pkt:AT984_13460	CDS	3108420..3109526	sugar ABC transporter substrate-binding protein
pkt:AT984_13465	CDS	3109523..3111427	hypothetical protein
pkt:AT984_13470	CDS	complement(3111482..3112765)	cardiolipin synthase B
pkt:AT984_13475	CDS	complement(3112762..3113568)	endonuclease
pkt:AT984_13480	CDS	complement(3113565..3114074)	dihydroneopterin triphosphate diphosphatase
pkt:AT984_13485	CDS	3114202..3117657	hypothetical protein
pkt:AT984_13490	CDS	complement(3117846..3119642)	aspartate--tRNA ligase
pkt:AT984_13495	CDS	complement(3119765..3120430)	hypothetical protein
pkt:AT984_13500	CDS	complement(3120449..3120742)	FmdB family transcriptional regulator
pkt:AT984_13505	CDS	complement(3120819..3122267)	sodium:solute symporter
pkt:AT984_13510	CDS	complement(3122425..3123981)	ubiquinone biosynthesis protein UbiB
pkt:AT984_13515	CDS	complement(3123978..3124520)	hypothetical protein
pkt:AT984_13520	CDS	3124741..3126129	undecaprenyl-phosphate glucose phosphotransferase
pkt:AT984_13525	CDS	3126251..3127444	hypothetical protein
pkt:AT984_13530	CDS	3127450..3128475	UDP-glucose 4-epimerase
pkt:AT984_13535	CDS	3128542..3129951	cpsB; mannose-1-phosphate guanyltransferase
pkt:AT984_13540	CDS	3130085..3131365	GDP-mannose dehydrogenase
pkt:AT984_13545	CDS	3131386..3132444	dTDP-glucose 4,6-dehydratase
pkt:AT984_13550	CDS	3132456..3133337	dTDP-4-dehydrorhamnose reductase
pkt:AT984_13555	CDS	3133410..3134300	glucose-1-phosphate thymidylyltransferase
pkt:AT984_13560	CDS	3134309..3134860	dTDP-4-dehydrorhamnose 3,5-epimerase
pkt:AT984_13565	CDS	complement(3134935..3136272)	UDP-glucose 6-dehydrogenase
pkt:AT984_13570	CDS	complement(3136354..3137361)	protein CapI
pkt:AT984_13575	CDS	3137736..3138842	UDP-N-acetyl glucosamine 2-epimerase
pkt:AT984_13580	CDS	3139046..3139783	teichoic acid biosynthesis protein
pkt:AT984_13585	CDS	complement(3139962..3140186)	hypothetical protein
pkt:AT984_13590	CDS	3140734..3142491	hypothetical protein
pkt:AT984_13595	CDS	complement(3142542..3143516)	hypothetical protein
pkt:AT984_13600	CDS	complement(3144904..3145932)	hypothetical protein
pkt:AT984_13605	CDS	complement(3145948..3146772)	hypothetical protein
pkt:AT984_13610	CDS	complement(3146834..3147772)	hypothetical protein
pkt:AT984_13615	CDS	complement(3148061..3148765)	hypothetical protein
pkt:AT984_13620	CDS	3148923..3149105	hypothetical protein
pkt:AT984_13625	CDS	complement(3149204..3150607)	hypothetical protein
pkt:AT984_13630	CDS	complement(3150600..3152114)	hypothetical protein
pkt:AT984_13635	CDS	complement(3152115..3153056)	GDP-fucose synthetase
pkt:AT984_13640	CDS	complement(3153958..3155076)	GDP-mannose 4,6 dehydratase
pkt:AT984_13645	CDS	complement(3155104..3155766)	methanolan biosynthesis protein EpsI
pkt:AT984_13650	CDS	complement(3155787..3156665)	exosortase B
pkt:AT984_13655	CDS	complement(3156990..3157187)	hypothetical protein
pkt:AT984_13660	CDS	complement(3157614..3159047)	chain-length determining protein
pkt:AT984_13665	CDS	complement(3159061..3159852)	polysaccharide export protein EpsE
pkt:AT984_13670	CDS	complement(3159939..3160955)	peptidylprolyl isomerase
pkt:AT984_13675	CDS	complement(3161540..3162271)	ubiquinone biosynthesis methyltransferase UbiE
pkt:AT984_13680	CDS	complement(3162298..3162711)	hypothetical protein
pkt:AT984_13685	CDS	complement(3163114..3163623)	hypothetical protein
pkt:AT984_13690	CDS	3163732..3164652	glycosyl transferase
pkt:AT984_13695	CDS	complement(3164687..3165592)	hypothetical protein
pkt:AT984_13700	CDS	3165889..3166656	hypothetical protein
pkt:AT984_13705	CDS	3166675..3168372	nitrite reductase
pkt:AT984_13710	CDS	3168390..3168881	hypothetical protein
pkt:AT984_13715	CDS	3168899..3169675	3-phosphoadenylylsulfate reductase
pkt:AT984_13720	CDS	3169672..3170631	sulfate adenylyltransferase
pkt:AT984_13725	CDS	3170631..3171971	sulfate adenylyltransferase
pkt:AT984_13730	CDS	3171989..3172783	uroporphyrin-III methyltransferase
pkt:AT984_13735	CDS	3172846..3173169	ferredoxin
pkt:AT984_13740	CDS	3173219..3174343	ferredoxin--NADP(+) reductase
pkt:AT984_13745	CDS	3174805..3176949	TonB-dependent receptor
pkt:AT984_13750	tRNA	3176986..3177061	tRNA-Asn
pkt:AT984_13755	tRNA	3177171..3177246	tRNA-Asn
pkt:AT984_13760	CDS	3177340..3177729	glutaredoxin
pkt:AT984_13765	gene	complement(3177915..3178079)	pseudogene
pkt:AT984_13770	CDS	complement(3178198..3178677)	bacterioferritin
pkt:AT984_13775	CDS	3178880..3179080	hypothetical protein
pkt:AT984_13780	CDS	complement(3179179..3179868)	hypothetical protein
pkt:AT984_13785	CDS	complement(3179912..3180448)	hypothetical protein
pkt:AT984_13790	CDS	complement(3180749..3183499)	secA; preprotein translocase subunit SecA
pkt:AT984_13795	CDS	3183888..3184175	hypothetical protein
pkt:AT984_13800	tRNA	complement(3184314..3184389)	tRNA-Thr
pkt:AT984_13805	CDS	complement(3184459..3185085)	stringent starvation protein B
pkt:AT984_13810	CDS	complement(3185106..3185723)	glutathione S-transferase
pkt:AT984_13815	CDS	complement(3185874..3186656)	cytochrome C
pkt:AT984_13820	CDS	complement(3186682..3188091)	cytochrome B
pkt:AT984_13825	CDS	complement(3188147..3188743)	ubiquinol-cytochrome c reductase iron-sulfur subunit
pkt:AT984_13830	CDS	3188969..3189403	hypothetical protein
pkt:AT984_13835	CDS	3189582..3192038	hypothetical protein
pkt:AT984_13840	CDS	complement(3192035..3193042)	4-hydroxythreonine-4-phosphate dehydrogenase
pkt:AT984_13845	CDS	complement(3193039..3193788)	hypothetical protein
pkt:AT984_13850	CDS	3193820..3195004	2-alkenal reductase
pkt:AT984_13855	CDS	complement(3195113..3195916)	twin-arginine protein translocation system subunit TatC
pkt:AT984_13860	CDS	complement(3195929..3196444)	tatB; preprotein translocase
pkt:AT984_13865	CDS	complement(3196469..3196696)	preprotein translocase subunit TatA
pkt:AT984_13870	CDS	complement(3196845..3197192)	histidine triad nucleotide-binding protein
pkt:AT984_13875	CDS	complement(3197210..3197599)	hypothetical protein
pkt:AT984_13880	CDS	complement(3197592..3197963)	phosphoribosyl-ATP pyrophosphatase
pkt:AT984_13885	CDS	complement(3197960..3198361)	hisI; phosphoribosyl-AMP cyclohydrolase
pkt:AT984_13890	gene	complement(3198371..3198802)	pseudogene
pkt:AT984_13895	CDS	complement(3198795..3199730)	AAA family ATPase
pkt:AT984_13900	CDS	3199973..3200581	hypothetical protein
pkt:AT984_13905	CDS	3200635..3202563	bifunctional metallophosphatase/5'-nucleotidase
pkt:AT984_13910	CDS	3202605..3203822	hypothetical protein
pkt:AT984_13915	CDS	complement(3203832..3204476)	dihydroorotate oxidase
pkt:AT984_13920	CDS	complement(3204639..3205334)	hypothetical protein
pkt:AT984_13925	CDS	complement(3205497..3206204)	haloacid dehalogenase
pkt:AT984_13930	CDS	complement(3206364..3207284)	acetylglutamate kinase
pkt:AT984_13935	CDS	3207367..3207810	D-tyrosyl-tRNA(Tyr) deacylase
pkt:AT984_13940	CDS	complement(3207838..3208800)	hypothetical protein
pkt:AT984_13945	CDS	complement(3208956..3210248)	AMP-dependent synthetase
pkt:AT984_13950	CDS	complement(3210245..3210559)	hypothetical protein
pkt:AT984_13955	CDS	complement(3210571..3211377)	ABC transporter ATP-binding protein
pkt:AT984_13960	CDS	complement(3211526..3212854)	ABC transporter permease
pkt:AT984_13965	CDS	complement(3212944..3214008)	ABC transporter permease
pkt:AT984_13970	CDS	complement(3214121..3215050)	ABC transporter permease
pkt:AT984_13975	CDS	complement(3215062..3215847)	ABC transporter ATP-binding protein
pkt:AT984_13980	CDS	complement(3215849..3217828)	long-chain fatty acid--CoA ligase
pkt:AT984_13985	CDS	3218096..3218821	Crp/Fnr family transcriptional regulator
pkt:AT984_13990	CDS	complement(3218888..3220285)	hydrolase
pkt:AT984_13995	CDS	complement(3220492..3221091)	hypothetical protein
pkt:AT984_14000	CDS	3221337..3222278	hypothetical protein
pkt:AT984_14005	CDS	3222235..3223632	hypothetical protein
pkt:AT984_14010	CDS	3223629..3226757	DNA polymerase
pkt:AT984_14015	CDS	complement(3226806..3227846)	hypothetical protein
pkt:AT984_14020	CDS	complement(3227945..3228940)	AraC family transcriptional regulator
pkt:AT984_14025	CDS	3229059..3229574	isochorismatase
pkt:AT984_14030	CDS	complement(3229814..3230506)	TetR family transcriptional regulator
