arh:AHiyo8_pI65860	gene	pHiyo8-1:<1..492	AHiyo8_pI65860
arh:AHiyo8_33870	CDS	2413325..2414641	putative pyrimidine permease RutG
arh:AHiyo8_33880	CDS	complement(2414760..2415224)	uncharacterized protein YqeY
arh:AHiyo8_33890	CDS	complement(2415412..2416473)	glycerate 2-kinase
arh:AHiyo8_33900	CDS	complement(2416446..2416553)	hypothetical protein
arh:AHiyo8_33910	CDS	2416686..2418611	uncharacterized protein R00370
arh:AHiyo8_33920	CDS	complement(2419079..2419234)	hypothetical protein
arh:AHiyo8_33930	CDS	complement(2419506..2420024)	3-hexulose-6-phosphate synthase
arh:AHiyo8_33940	CDS	complement(2420021..2420128)	3-hexulose-6-phosphate synthase
arh:AHiyo8_33950	CDS	complement(2420183..2420803)	3-hexulose-6-phosphate isomerase
arh:AHiyo8_33960	CDS	2421080..2421925	hypothetical protein
arh:AHiyo8_33970	CDS	2421922..2422215	transcriptional regulatory protein DegU
arh:AHiyo8_33980	CDS	complement(2422245..2423054)	uncharacterized protein YxeH
arh:AHiyo8_33990	CDS	complement(2423102..2423626)	UPF0098 protein Mb2164c
arh:AHiyo8_34000	CDS	complement(2423623..2423901)	fructokinase
arh:AHiyo8_34010	CDS	complement(2423883..2424590)	fructokinase
arh:AHiyo8_34020	CDS	complement(2424722..2425468)	probable isoprenylcysteine alpha-carbonyl methylesterase ICMEL1
arh:AHiyo8_34030	CDS	2425582..2425926	hypothetical protein
arh:AHiyo8_34040	CDS	2425981..2427057	hypothetical protein
arh:AHiyo8_34050	CDS	2427089..2427463	putative sulfate transporter YbaR
arh:AHiyo8_34060	CDS	2427439..2428587	putative sulfate transporter YbaR
arh:AHiyo8_34070	CDS	2428928..2429221	uncharacterized sodium-dependent transporter YocS
arh:AHiyo8_34080	CDS	2429295..2429477	bile acid protein
arh:AHiyo8_34090	CDS	2429432..2429806	uncharacterized sodium-dependent transporter YocS
arh:AHiyo8_34100	CDS	complement(2429810..2430430)	maltose regulon regulatory protein MalI
arh:AHiyo8_34110	CDS	2430620..2430916	hypothetical protein
arh:AHiyo8_34120	CDS	2430877..2431176	hypothetical protein
arh:AHiyo8_34130	CDS	complement(2431236..2432162)	molybdenum import ATP-binding protein ModC
arh:AHiyo8_34140	CDS	complement(2432132..2432299)	hypothetical protein
arh:AHiyo8_34150	CDS	complement(2432296..2433099)	molybdenum transport system permease protein ModB
arh:AHiyo8_34160	CDS	2433232..2433483	hypothetical protein
arh:AHiyo8_34170	CDS	2433558..2433680	hypothetical protein
arh:AHiyo8_34180	CDS	2433831..2434112	hypothetical protein
arh:AHiyo8_34190	CDS	2434112..2434447	hypothetical protein
arh:AHiyo8_34200	CDS	complement(2434448..2435497)	cis-aconitate decarboxylase
arh:AHiyo8_34210	CDS	2435791..2435916	hypothetical protein
arh:AHiyo8_34220	CDS	complement(2435891..2436052)	polysaccharide deacetylase
arh:AHiyo8_34230	CDS	complement(2436025..2436828)	peptidoglycan deacetylase
arh:AHiyo8_34240	CDS	complement(2436825..2437199)	polysaccharide deacetylase
arh:AHiyo8_34250	CDS	complement(2438071..2438370)	arginine-binding extracellular protein ArtP
arh:AHiyo8_34260	CDS	complement(2438351..2438548)	hypothetical protein
arh:AHiyo8_34270	CDS	complement(2438597..2438887)	glutamine transport ATP-binding protein GlnQ
arh:AHiyo8_34280	CDS	complement(2438848..2439360)	nopaline permease ATP-binding protein P
arh:AHiyo8_34290	CDS	complement(2439357..2440088)	probable amino-acid ABC transporter permease protein PatM
arh:AHiyo8_34300	CDS	complement(2440342..2441220)	argininosuccinate lyase 1
arh:AHiyo8_34310	CDS	2441519..2441662	hypothetical protein
arh:AHiyo8_34320	CDS	complement(2442154..2442543)	probable opine utilization operon represso
arh:AHiyo8_34330	CDS	complement(2442540..2443151)	HTH-type transcriptional repressor PurR
arh:AHiyo8_34340	CDS	complement(2443426..2444112)	uncharacterized HTH-type transcriptional regulator YdhC
arh:AHiyo8_34350	CDS	complement(2444148..2444372)	acetyl-/propionyl-coenzyme A carboxylase alpha chain
arh:AHiyo8_34360	CDS	complement(2444321..2445880)	acetyl-/propionyl-coenzyme A carboxylase alpha chain
arh:AHiyo8_34370	CDS	complement(2445877..2446188)	kipI antagonist
arh:AHiyo8_34380	CDS	complement(2446310..2447041)	uncharacterized protein YbgJ
arh:AHiyo8_34390	CDS	2447167..2447688	hypothetical protein
arh:AHiyo8_34400	CDS	complement(2447496..2448254)	UPF0271 protein KRH_21120
arh:AHiyo8_34410	CDS	complement(2448417..2449244)	putrescine oxidase
arh:AHiyo8_34420	CDS	complement(2449244..2449489)	putrescine oxidase
arh:AHiyo8_34430	CDS	complement(2449486..2449806)	putrescine oxidase
arh:AHiyo8_34440	CDS	2449947..2450621	tetracycline repressor protein class E
arh:AHiyo8_34450	CDS	2450889..2451914	transposase
arh:AHiyo8_t00380	tRNA	complement(2452030..2452111)	tRNA-Leu
arh:AHiyo8_34460	CDS	complement(2452616..2452816)	hypothetical protein
arh:AHiyo8_34470	CDS	2452882..2453217	glycogen accumulation regulator GarA
arh:AHiyo8_34480	CDS	2453214..2453408	FHA domain containing protein
arh:AHiyo8_34490	CDS	2453405..2453704	FHA domain-containing protein FhaB
arh:AHiyo8_34500	CDS	complement(2453769..2454149)	hypothetical protein
arh:AHiyo8_34510	CDS	2454227..2454652	protein phosphatase PrpC
arh:AHiyo8_34520	CDS	2455299..2456078	uncharacterized FtsW-like protein
arh:AHiyo8_34530	CDS	2456075..2456437	uncharacterized FtsW-like protein
arh:AHiyo8_34540	CDS	2456413..2456589	cell cycle protein
arh:AHiyo8_34550	CDS	2456562..2456798	uncharacterized FtsW-like protein
arh:AHiyo8_34560	CDS	2456795..2457337	penicillin-binding protein A
arh:AHiyo8_34570	CDS	2457418..2458251	penicillin-binding protein A
arh:AHiyo8_34580	CDS	2458248..2459432	serine/threonine-protein kinase PknA
arh:AHiyo8_34590	CDS	2459407..2460057	probable serine/threonine-protein kinase PknB
arh:AHiyo8_34600	CDS	2460112..2461344	probable serine/threonine-protein kinase SCO3848
arh:AHiyo8_34610	CDS	2461368..2461982	serine/threonine-protein kinase PK-1
arh:AHiyo8_34620	CDS	complement(2462022..2462663)	anthranilate synthase component 2
arh:AHiyo8_34630	CDS	complement(2462660..2462830)	hypothetical protein
arh:AHiyo8_34640	CDS	complement(2462834..2462971)	hypothetical protein
arh:AHiyo8_34650	CDS	complement(2462974..2463144)	hypothetical protein
arh:AHiyo8_34660	CDS	2463870..2464121	cell division protein CrgA
arh:AHiyo8_34670	CDS	2464164..2464673	methylated-DNA--protein-cysteine methyltransferase
arh:AHiyo8_34680	CDS	2464673..2465179	ECF RNA polymerase sigma factor SigK
arh:AHiyo8_34690	CDS	2465176..2465694	methylated-DNA--protein-cysteine methyltransferase, constitutive
arh:AHiyo8_34700	CDS	2465649..2465795	methylated-DNA--protein-cysteine methyltransferase
arh:AHiyo8_34710	CDS	2465792..2466487	alpha-ketoglutarate-dependent dioxygenase AlkB homolog
arh:AHiyo8_34720	CDS	2466544..2467251	DNA-3-methyladenine glycosylase 1
arh:AHiyo8_34730	CDS	2467810..2468835	probable cation efflux system protein Rv2025c/MT2084
arh:AHiyo8_34740	CDS	2468976..2469923	uncharacterized FtsW-like protein
arh:AHiyo8_34750	CDS	2469905..2470525	uncharacterized FtsW-like protein
arh:AHiyo8_34760	CDS	2471113..2471517	transcriptional repressor SdpR
arh:AHiyo8_34770	CDS	2471492..2471962	activator of HSP90 ATPase 1 family protein
arh:AHiyo8_34780	CDS	2472125..2472310	hypothetical protein
arh:AHiyo8_34790	CDS	2472363..2472512	hypothetical protein
arh:AHiyo8_34800	CDS	complement(2472865..2473407)	peptidyl-prolyl cis-trans isomerase B
arh:AHiyo8_34810	CDS	2473561..2474295	hypothetical protein
arh:AHiyo8_34820	CDS	2474261..2474539	hypothetical protein
arh:AHiyo8_34830	CDS	2474657..2475547	glycosyltransferase AglI
arh:AHiyo8_34840	CDS	complement(2475552..2476460)	conserved hypothetical protein
arh:AHiyo8_t00370	tRNA	complement(2476527..2476602)	tRNA-Ala
arh:AHiyo8_34850	CDS	complement(2476676..2476798)	hypothetical protein
arh:AHiyo8_t00360	tRNA	complement(2476850..2476923)	tRNA-Ile
arh:AHiyo8_34860	CDS	complement(2477037..2477423)	uncharacterized protein Rv0007/MT0007
arh:AHiyo8_34870	CDS	complement(2477737..2479326)	DNA gyrase subunit A
arh:AHiyo8_34880	CDS	complement(2479323..2480471)	DNA gyrase subunit A
arh:AHiyo8_34890	CDS	complement(2480536..2482722)	DNA gyrase subunit B
arh:AHiyo8_34900	CDS	complement(2482812..2483294)	UPF0232 protein SCO3875
arh:AHiyo8_34910	CDS	complement(2483276..2483560)	hypothetical protein
arh:AHiyo8_34920	CDS	complement(2483547..2484740)	DNA replication and repair protein RecF
arh:AHiyo8_34930	CDS	complement(2484764..2485297)	putative 6-phosphogluconate dehydrogenase YqeC
arh:AHiyo8_34940	CDS	2485363..2485653	hypothetical protein
arh:AHiyo8_34950	CDS	complement(2485825..2486328)	DNA polymerase III subunit beta
arh:AHiyo8_34960	CDS	complement(2486286..2486867)	DNA polymerase III subunit b
arh:AHiyo8_34970	CDS	complement(2487403..2488824)	chromosomal replication initiator protein DnaA
arh:AHiyo8_34980	CDS	2489546..2489866	ribonuclease P protein component
arh:AHiyo8_34990	CDS	2489859..2490257	putative membrane protein insertion efficiency factor
arh:AHiyo8_35000	CDS	2490275..2491249	membrane protein insertase YidC
arh:AHiyo8_35010	CDS	2491249..2491824	protein jag
arh:AHiyo8_35020	CDS	2491831..2492481	ribosomal RNA small subunit methyltransferase G
arh:AHiyo8_35030	CDS	2492568..2493623	sporulation initiation inhibitor protein Soj
arh:AHiyo8_35040	CDS	2493849..2494886	probable chromosome-partitioning protein ParB
arh:AHiyo8_35050	CDS	complement(2501024..2501350)	thioredoxin-1
arh:AHiyo8_35060	CDS	complement(2501387..2502145)	thioredoxin reductase
arh:AHiyo8_35070	CDS	complement(2502610..2503194)	hypothetical protein
arh:AHiyo8_35080	CDS	complement(2503197..2504255)	hypothetical protein
arh:AHiyo8_35090	CDS	complement(2504356..2506011)	probable peptidoglycan biosynthesis protein MviN
arh:AHiyo8_35100	CDS	complement(2506053..2506466)	probable peptidoglycan biosynthesis protein MurJ
arh:AHiyo8_35110	CDS	complement(2506521..2507069)	putative mutator protein MutT4
arh:AHiyo8_35120	CDS	2507238..2508737	CCA-adding enzyme
arh:AHiyo8_35130	CDS	2508734..2509318	sedoheptulose 1,7-bisphosphatase
arh:AHiyo8_35140	CDS	2509896..2510036	hypothetical protein
arh:AHiyo8_35150	CDS	2510070..2511233	conserved hypothetical protein
arh:AHiyo8_35160	CDS	2511203..2511658	conserved hypothetical protein
arh:AHiyo8_35170	CDS	2511794..2512192	dehydrogenase
arh:AHiyo8_35180	CDS	2512644..2513147	protein p49
arh:AHiyo8_35190	CDS	complement(2513401..2514006)	uncharacterized protein YwnB
arh:AHiyo8_35200	CDS	2514089..2514481	uncharacterized HTH-type transcriptional regulator YtfH
arh:AHiyo8_35210	CDS	complement(2514554..2514796)	lipoprotein-releasing system ATP-binding protein LolD
arh:AHiyo8_35220	CDS	complement(2514793..2515251)	uncharacterized ABC transporter ATP-binding protein MJ0796
arh:AHiyo8_35230	CDS	complement(2515291..2516382)	putative hemin transport system permease protein HrtB
arh:AHiyo8_35240	CDS	2516651..2517907	sensor histidine kinase LiaS
arh:AHiyo8_35250	CDS	2517904..2518563	transcriptional regulatory protein LiaR
arh:AHiyo8_35260	CDS	2518746..2519585	hypothetical protein
arh:AHiyo8_35270	CDS	2519666..2520745	penicillin-binding protein A
arh:AHiyo8_35280	CDS	2520794..2521084	hypothetical protein
arh:AHiyo8_35290	CDS	2521288..2521968	tryptophan 2-halogenase
arh:AHiyo8_35300	CDS	2521929..2522567	uncharacterized protein slr1300
arh:AHiyo8_35310	CDS	2522564..2523169	HTH-type transcriptional repressor AcnR
arh:AHiyo8_35320	CDS	2523147..2524886	uncharacterized ABC transporter ATP-binding protein YfmR
arh:AHiyo8_35330	CDS	2525174..2525950	transcriptional repressor AccR
arh:AHiyo8_35340	CDS	complement(2525871..2526425)	hypothetical protein
arh:AHiyo8_35350	CDS	2526461..2527138	inner membrane protein YbjJ
arh:AHiyo8_35360	CDS	complement(2527004..2527576)	hypothetical protein
arh:AHiyo8_35370	CDS	complement(2527543..2527737)	hypothetical protein
arh:AHiyo8_35380	CDS	complement(2527797..2528153)	macrolide export ATP-binding/permease protein MacB
arh:AHiyo8_35390	CDS	complement(2528111..2529766)	macrolide export ATP-binding/permease protein MacB
arh:AHiyo8_35400	CDS	complement(2529773..2530501)	probable macrolide-specific efflux protein MacA
arh:AHiyo8_35410	CDS	complement(2530702..2531067)	hypothetical protein
arh:AHiyo8_35420	CDS	complement(2531064..2531309)	hypothetical protein
arh:AHiyo8_35430	CDS	complement(2531367..2531918)	undecaprenyl-diphosphatase
arh:AHiyo8_35440	CDS	complement(2531882..2532691)	hypothetical protein
arh:AHiyo8_35450	CDS	2532885..2533265	hypothetical protein
arh:AHiyo8_35460	CDS	2533274..2533612	hypothetical protein
arh:AHiyo8_35470	CDS	2533779..2534120	methionine import ATP-binding protein MetN
arh:AHiyo8_35480	CDS	2534117..2534776	bacitracin transport ATP-binding protein BcrA
arh:AHiyo8_35490	CDS	2534773..2535258	hypothetical protein
arh:AHiyo8_35500	CDS	2535207..2535716	hypothetical protein
arh:AHiyo8_35510	CDS	2535726..2536271	hypothetical protein
arh:AHiyo8_35520	CDS	2536256..2537011	sensor histidine kinase YfiJ
arh:AHiyo8_35530	CDS	2537064..2537702	uncharacterized transcriptional regulatory protein YxjL
arh:AHiyo8_35540	CDS	2537758..2539059	probable M18 family aminopeptidase 2
arh:AHiyo8_35550	CDS	complement(2539061..2539219)	conserved hypothetical protein
arh:AHiyo8_35560	CDS	complement(2539198..2539731)	conserved hypothetical protein
arh:AHiyo8_35570	CDS	complement(2539903..2540001)	UPF0060 membrane protein AAur_4166
arh:AHiyo8_35580	CDS	complement(2539956..2540171)	UPF0060 membrane protein AAur_4166
arh:AHiyo8_35590	CDS	2540499..2540804	30S ribosomal protein S6
arh:AHiyo8_35600	CDS	2540860..2541090	single-stranded DNA-binding protein
arh:AHiyo8_35610	CDS	2541081..2541434	single-stranded DNA-binding protein
arh:AHiyo8_35620	CDS	2541604..2541798	30S ribosomal protein S18
arh:AHiyo8_35630	CDS	2541816..2542268	50S ribosomal protein L9
arh:AHiyo8_35640	CDS	2542454..2543140	uncharacterized isomerase YHI9
arh:AHiyo8_35650	CDS	2543188..2543289	phenazine biosynthesis protein
arh:AHiyo8_35660	CDS	2543389..2544456	FMN reductase (NADPH)
arh:AHiyo8_35670	CDS	complement(2544474..2545049)	hypothetical protein
arh:AHiyo8_35680	CDS	complement(2545181..2545531)	hypothetical protein
arh:AHiyo8_35690	CDS	2546006..2546806	replicative DNA helicase
arh:AHiyo8_35700	CDS	2546803..2547627	replicative DNA helicase
arh:AHiyo8_35710	CDS	complement(2547609..2548040)	thioesterase superfamily protein
arh:AHiyo8_35720	CDS	complement(2548016..2548120)	thioesterase superfamily protein
arh:AHiyo8_35730	CDS	complement(2548117..2548689)	protein VdlD
arh:AHiyo8_35740	CDS	complement(2548794..2549228)	putative oxidoreductase MhqP
arh:AHiyo8_35750	CDS	2549433..2550764	MATE efflux family protein 3, chloroplastic
arh:AHiyo8_35760	CDS	2550774..2551328	conserved hypothetical protein
arh:AHiyo8_35770	CDS	2551435..2551755	hypothetical protein
arh:AHiyo8_35780	CDS	complement(2551874..2552422)	hypothetical protein
arh:AHiyo8_35790	CDS	2552493..2552849	conserved hypothetical protein
arh:AHiyo8_35800	CDS	2552846..2553517	conserved hypothetical protein
arh:AHiyo8_35810	CDS	2553558..2553830	conserved hypothetical protein
arh:AHiyo8_35820	CDS	complement(2554006..2554926)	probable copper-exporting P-type ATPase V
arh:AHiyo8_35830	CDS	complement(2554976..2555131)	copper-exporting P-type ATPase A
arh:AHiyo8_35840	CDS	2555266..2555544	hypothetical protein
arh:AHiyo8_35850	CDS	2555716..2555925	hypothetical protein
arh:AHiyo8_35860	CDS	2555925..2556290	hypothetical protein
arh:AHiyo8_35870	CDS	complement(2556233..2556439)	copper-exporting P-type ATPase A
arh:AHiyo8_35880	CDS	complement(2556448..2556762)	copper ion-binding protein
arh:AHiyo8_35890	CDS	complement(2556737..2557138)	copper-sensing transcriptional repressor CsoR
arh:AHiyo8_35900	CDS	complement(2557216..2557521)	hypothetical protein
arh:AHiyo8_35910	CDS	2557927..2558643	trehalose/maltose-binding protein MalE
arh:AHiyo8_35920	CDS	2558687..2559106	probable starch degradation products transport system permease protein AmyD
arh:AHiyo8_35930	CDS	2559151..2559678	probable ABC transporter permease protein BRA0749/BS1330_II0742
arh:AHiyo8_35940	CDS	2559675..2560583	putative ABC transporter permease protein ORF1
arh:AHiyo8_35950	CDS	2560580..2561062	beta-hexosaminidase
arh:AHiyo8_35960	CDS	2561002..2562192	beta-hexosaminidase
arh:AHiyo8_35970	CDS	2562200..2563015	HTH-type transcriptional regulator KipR
arh:AHiyo8_35980	CDS	2563024..2563275	hypothetical protein
arh:AHiyo8_35990	CDS	complement(2563280..2564392)	phytochrome-like protein cph2
arh:AHiyo8_36000	CDS	complement(2564344..2564868)	G-Protein coupled photoreceptor
arh:AHiyo8_36010	CDS	complement(2564903..2565127)	rutC family protein PH0854
arh:AHiyo8_36020	CDS	complement(2565302..2565409)	transcriptional regulator protein
arh:AHiyo8_36030	CDS	complement(2565409..2566062)	transcriptional regulator KdgR
arh:AHiyo8_36040	CDS	complement(2566059..2567222)	2-dehydro-3-deoxygluconokinase
arh:AHiyo8_36050	CDS	2567339..2568673	D-threonine aldolase
arh:AHiyo8_36060	CDS	2568684..2570333	D-aminoacylase
arh:AHiyo8_36070	CDS	2570330..2570965	KHG/KDPG aldolase
arh:AHiyo8_36080	CDS	2570988..2572196	inner membrane permease YgbN
arh:AHiyo8_36090	CDS	2572202..2572447	gluconate permease
arh:AHiyo8_36100	CDS	2572601..2573626	transposase
arh:AHiyo8_36110	CDS	2574000..2574209	hypothetical protein
arh:AHiyo8_36120	CDS	2574267..2575433	glycosyl hydrolase
arh:AHiyo8_36130	CDS	2575442..2575729	putative sulfur carrier protein slr0821
arh:AHiyo8_36140	CDS	complement(2575801..2576010)	hypothetical protein
arh:AHiyo8_36150	CDS	complement(2576165..2577481)	shikimate transporter
arh:AHiyo8_36160	CDS	2578098..2578457	transcriptional regulator KdgR
arh:AHiyo8_36170	CDS	2578627..2579310	shikimate dehydrogenase
arh:AHiyo8_36180	CDS	2579276..2579548	shikimate dehydrogenase
arh:AHiyo8_36190	CDS	2579548..2581305	3-dehydroshikimate dehydratase
arh:AHiyo8_36200	CDS	2581269..2581478	xylose isomerase domain protein TIM barrel
arh:AHiyo8_36210	CDS	2581518..2582330	protocatechuate 3,4-dioxygenase beta chain
arh:AHiyo8_36220	CDS	2582760..2582960	protocatechuate 3,4-dioxygenase alpha chain
arh:AHiyo8_36230	CDS	2583013..2584380	3-carboxy-cis,cis-muconate cycloisomerase
arh:AHiyo8_36240	CDS	2584470..2585186	3-oxoadipate enol-lactonase 2
arh:AHiyo8_36250	CDS	2585183..2585644	4-carboxymuconolactone decarboxylase
arh:AHiyo8_36260	CDS	2585879..2586949	beta-ketoadipyl-CoA thiolase
arh:AHiyo8_36270	CDS	2587335..2587613	3-oxoadipate CoA-transferase subunit A
arh:AHiyo8_36280	CDS	2587615..2588193	3-oxoadipate CoA-transferase subunit B
arh:AHiyo8_36290	CDS	2588190..2588285	coa-Transferase
arh:AHiyo8_36300	CDS	2588461..2588766	pca regulon regulatory protein
arh:AHiyo8_36310	CDS	2588754..2589191	pca regulon regulatory protein
arh:AHiyo8_36320	CDS	complement(2589214..2589615)	RCC1 and BTB domain-containing protein 1
arh:AHiyo8_36330	CDS	complement(2589930..2591291)	RCC1 and BTB domain-containing protein 1
arh:AHiyo8_36340	CDS	complement(2591825..2592625)	hypothetical protein
arh:AHiyo8_36350	CDS	complement(2593018..2593629)	uncharacterized protein YieF
arh:AHiyo8_36360	CDS	complement(2593822..2594070)	hypothetical protein
arh:AHiyo8_36370	CDS	2594184..2594804	NAD(P) transhydrogenase subunit alpha part 1
arh:AHiyo8_36380	CDS	2594801..2595046	NAD(P) transhydrogenase subunit alpha
arh:AHiyo8_36390	CDS	2595046..2595387	NAD(P) transhydrogenase subunit alpha part 2
arh:AHiyo8_36400	CDS	2595384..2596766	NAD(P) transhydrogenase subunit beta
arh:AHiyo8_36410	CDS	2596953..2597546	chitooligosaccharide deacetylase
